id_store,pssstore_stars_rating,pssstore_stars_rating_count,metacritic_critic_score,is_ps4,is_indie,is_dlc,is_vr,is_opti_ps5_pro,is_remaster,is_ps_exclusive,series_count,packs_deluxe_count,has_microtransactions,dlcs_count,trophies_count,has_local_multiplayer,local_multiplayer_max_players,has_online_multiplayer,online_multiplayer_max_players,is_online_only,difficulty,hours_main_story,hours_completionist,base_price,release_year,release_month,days_to_10_percent_discount,days_to_10_percent_discount_category,days_to_25_percent_discount,days_to_25_percent_discount_category,days_to_33_percent_discount,days_to_33_percent_discount_category,days_to_50_percent_discount,days_to_50_percent_discount_category,days_to_75_percent_discount,days_to_75_percent_discount_category,has_5pct_discount_at_30d,has_10pct_discount_at_60d,has_33_percent_discount_before_0.6_year,has_50_percent_discount_before_1_year,has_75_percent_discount_before_3_year,publisher_category,publisher_game_count_cat,publisher_game_count,genre_action_aventure,genre_roles,genre_sports,genre_reflexion,genre_rapide,popularity_score,popularity_category,download_size_gb,download_size_category,voice_languages_count,localization_category,sub_languages_count,content_score,content_category,exclusif_playstation_content,visibility_score,visibility_category,pegi_unified,price_category,game_age_years,release_season,log_pssstore_stars_rating_count
EP5425-PPSA17080_00-0563142997649965,3.56,61,,0,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,,,,12.99,2024,6,27.0,0-3_mois,76.0,0-3_mois,197.0,6-12_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,1,1,1,0,,other,small,2,1,0,0,0,0,41.8,medium,,,1.0,basic,5.0,19.0,minimal,0,19.0,obscure,16,8 - 14.99,1,summer,4.127134385045092
EP6930-PPSA06656_00-4182291718767450,4.62,460,8,1,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,1,1,5.49,2023,6,197.0,6-12_mois,197.0,6-12_mois,197.0,6-12_mois,521.0,1-2_ans,,jamais_ou_plus,0,0,1,0,,other,small,3,1,0,0,0,1,72.4,high,0.26,tiny,,basic,9.0,44.0,standard,0,69.0,high,16,0 - 7.99,2,summer,6.133398042996649
EP7874-PPSA13546_00-POSTAL4NOREGERTS,4.02,1297,15,1,0,0,0,0,0,0,4,0,0,0,24,0,0,0,0,0,4,11,11,44.99,2023,3,74.0,0-3_mois,74.0,0-3_mois,206.0,6-12_mois,206.0,6-12_mois,835.0,jamais_ou_plus,0,0,1,1,1,other,small,2,1,0,0,0,1,82.2,very_high,13.16,medium,1.0,basic,10.0,78.0,rich,0,77.0,high,18,40+,2,spring,7.168579897264035
EP6300-PPSA25251_00-0784975206086943,4.65,848,,0,1,0,0,0,0,0,4,0,0,0,23,0,0,0,0,0,7,15,,11.99,2024,12,56.0,0-3_mois,97.0,3-6_mois,183.0,6-12_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,1,1,,,other,unique,1,1,0,0,0,1,82.9,very_high,,,1.0,minimal,1.0,47.0,standard,0,54.0,moderate,18,8 - 14.99,1,winter,6.744059186311348
UP2058-PPSA23177_00-0976187587255408,3.3,40,,1,1,0,0,0,0,0,0,0,0,0,19,1,4,0,0,0,3,7,,35.99,2024,7,71.0,0-3_mois,139.0,3-6_mois,204.0,6-12_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,1,0,,other,small,2,1,0,1,1,0,32.5,low,8.06,medium,1.0,minimal,1.0,41.0,standard,0,22.0,low,3,25 - 39.99,1,summer,3.713572066704308
EP1863-PPSA02191_00-0442182297085207,3.96,411,46,1,1,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,,7,7,29.99,2021,12,85.0,0-3_mois,85.0,0-3_mois,85.0,0-3_mois,190.0,6-12_mois,,jamais_ou_plus,0,0,1,1,0,other,unique,1,1,1,0,1,0,68.0,high,1.95,small,,standard,20.0,59.0,standard,0,65.0,high,12,25 - 39.99,4,winter,6.021023349349527
EP4108-PPSA10278_00-APPZEROMOL000000,4.54,1375,68,1,0,0,0,0,0,0,0,1,0,1,,0,0,0,0,0,,13,13,49.99,2023,3,49.0,0-3_mois,49.0,0-3_mois,,jamais_ou_plus,,jamais_ou_plus,,jamais_ou_plus,0,1,0,0,,aaa,medium,15,1,1,0,0,0,82.6,very_high,7.49,medium,1.0,basic,3.0,72.0,rich,0,90.0,very_high,16,40+,2,spring,7.226936018493289
EP4108-PPSA04333_00-APPFOCUS00000000,4.68,2797,63,1,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,,15,15,39.99,2021,10,322.0,6-12_mois,322.0,6-12_mois,,jamais_ou_plus,,jamais_ou_plus,,jamais_ou_plus,0,0,0,0,0,aaa,medium,15,1,0,0,0,0,86.8,very_high,12.13,medium,2.0,basic,3.0,72.0,rich,0,91.0,very_high,18,25 - 39.99,4,fall,7.936660155225426
EP3540-PPSA08182_00-PACHIPACHI2PS5EU,2.93,85,,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,,,,6.99,2022,6,49.0,0-3_mois,176.0,3-6_mois,176.0,3-6_mois,484.0,1-2_ans,749.0,jamais_ou_plus,0,1,1,0,1,other,small,4,0,0,0,0,1,41.4,medium,,,,none,,9.0,minimal,0,9.0,obscure,12,0 - 7.99,3,summer,4.454347296253507
EP6718-PPSA21831_00-0055975767412729,4.5,18,,0,1,0,0,0,0,0,0,0,0,0,23,1,4,0,0,0,,,,6.99,2024,4,13.0,0-3_mois,41.0,0-3_mois,83.0,0-3_mois,83.0,0-3_mois,,moins_de_2_ans_sans_baisse,1,1,1,1,,indie_quality,large,38,0,1,0,1,1,13.8,very_low,,,,none,,12.0,minimal,0,29.0,low,12,0 - 7.99,1,spring,2.9444389791664403
EP6847-PPSA17476_00-00000000000PS5EU,4.25,5777,77,0,1,0,0,0,0,0,0,3,0,5,50,0,0,0,0,0,4,21,21,29.99,2024,2,63.0,0-3_mois,147.0,3-6_mois,147.0,3-6_mois,462.0,1-2_ans,,moins_de_2_ans_sans_baisse,0,0,1,0,,other,medium,9,1,0,1,1,0,92.9,very_high,,,1.0,basic,5.0,100.0,extensive,0,89.0,very_high,12,25 - 39.99,1,winter,8.661812881026181
EP5834-PPSA04538_00-5654847642086893,3.96,433,,1,0,0,0,0,0,0,0,2,1,0,,0,0,0,0,0,,,,32.99,2022,7,,jamais_ou_plus,,jamais_ou_plus,,jamais_ou_plus,,jamais_ou_plus,,jamais_ou_plus,0,0,0,0,0,other,unique,1,0,0,0,0,0,69.8,high,5.76,medium,,standard,29.0,34.0,light,0,33.0,low,16,25 - 39.99,3,summer,6.073044534100405
EP0006-PPSA02423_00-HAZELIGHTBUNDLE5,4.52,119402,88,1,0,0,0,0,0,0,0,0,0,0,,1,2,1,2,0,,,,59.99,2022,9,59.0,0-3_mois,59.0,0-3_mois,59.0,0-3_mois,59.0,0-3_mois,554.0,1-2_ans,0,1,1,1,1,aaa,large,29,1,0,0,0,0,99.2,very_high,40.72,large,1.0,basic,12.0,72.0,rich,0,95.0,very_high,12,40+,3,fall,11.690259605253136
EP2377-PPSA12577_00-WARHAMMERBUNDLE0,4.01,883,6,1,0,0,0,0,0,0,27,2,0,7,49,0,0,1,4,0,,14,14,74.99,2024,2,15.0,0-3_mois,15.0,0-3_mois,15.0,0-3_mois,15.0,0-3_mois,22.0,0-3_mois,1,1,1,1,1,aa,medium,11,1,0,0,1,0,80.8,very_high,13.26,medium,9.0,good,14.0,100.0,extensive,0,95.0,very_high,16,40+,1,winter,6.784457062637643
EP6071-PPSA08232_00-1707997618342283,4.07,14,,1,0,0,0,0,0,0,0,0,0,0,12,1,4,0,0,0,11,,,4.99,2022,9,119.0,3-6_mois,119.0,3-6_mois,462.0,1-2_ans,462.0,1-2_ans,,jamais_ou_plus,0,0,0,0,0,other,unique,1,0,0,0,0,1,6.9,very_low,0.16,tiny,,minimal,1.0,22.0,light,0,5.0,obscure,3,0 - 7.99,3,fall,2.70805020110221
EP7541-PPSA17504_00-0270084816951260,3.38,8,,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,,,,5.99,2023,7,49.0,0-3_mois,49.0,0-3_mois,49.0,0-3_mois,49.0,0-3_mois,142.0,3-6_mois,0,1,1,1,1,other,medium,8,1,0,0,0,1,3.3,very_low,,,,none,,0.0,minimal,0,1.0,obscure,3,0 - 7.99,2,summer,2.1972245773362196
EP1411-PPSA19551_00-0207824948147886,3.56,16,,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,,36,36,9.99,2024,2,86.0,0-3_mois,86.0,0-3_mois,142.0,3-6_mois,142.0,3-6_mois,142.0,3-6_mois,0,0,1,1,1,indie_quality,major,133,0,0,0,0,1,10.8,very_low,,,,none,,38.0,light,0,37.0,low,3,8 - 14.99,1,winter,2.833213344056216
EP1411-PPSA21694_00-0808626488424659,3.43,21,,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,,,,9.99,2024,4,65.0,0-3_mois,65.0,0-3_mois,65.0,0-3_mois,65.0,0-3_mois,65.0,0-3_mois,0,0,1,1,1,indie_quality,major,133,0,0,0,1,1,16.6,very_low,,,,none,,6.0,minimal,0,27.0,low,3,8 - 14.99,1,spring,3.091042453358316
EP1411-PPSA24792_00-0409392847940070,4.63,8,,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,,,,9.99,2024,9,82.0,0-3_mois,82.0,0-3_mois,136.0,3-6_mois,136.0,3-6_mois,,moins_de_2_ans_sans_baisse,0,0,1,1,,indie_quality,major,133,0,0,0,1,1,4.9,very_low,,,,none,,0.0,minimal,0,10.0,obscure,3,8 - 14.99,1,fall,2.1972245773362196
EP1763-PPSA04066_00-8773231182488490,4.43,2349,,1,1,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,7,6,6,16.99,2021,7,49.0,0-3_mois,49.0,0-3_mois,147.0,3-6_mois,749.0,jamais_ou_plus,,jamais_ou_plus,0,1,1,0,0,other,small,2,1,0,1,0,1,85.3,very_high,2.44,small,1.0,standard,27.0,59.0,standard,0,68.0,high,16,15 - 24.99,4,summer,7.762170607138205
EP1763-PPSA20472_00-0510330123945890,4.43,2349,,0,1,0,1,0,0,0,0,0,0,0,31,0,0,0,0,0,,,,19.99,2024,3,69.0,0-3_mois,69.0,0-3_mois,167.0,3-6_mois,263.0,6-12_mois,,moins_de_2_ans_sans_baisse,0,0,1,1,,other,small,2,1,0,0,0,0,88.5,very_high,,,1.0,basic,4.0,47.0,standard,1,60.0,moderate,16,15 - 24.99,1,spring,7.762170607138205
EP1703-PPSA15182_00-0105898678682262,3.27,22,,1,1,0,0,0,0,0,0,0,0,0,30,1,4,0,0,0,,,,9.99,2023,10,203.0,6-12_mois,203.0,6-12_mois,203.0,6-12_mois,,jamais_ou_plus,,jamais_ou_plus,0,0,1,0,,other,medium,11,1,1,0,1,1,15.4,very_low,0.8,tiny,1.0,standard,17.0,34.0,light,0,18.0,obscure,3,8 - 14.99,2,fall,3.1354942159291497
UP0816-PPSA22692_00-0399380453016132,3.4,10,,0,1,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,,,,9.99,2024,9,51.0,0-3_mois,116.0,3-6_mois,116.0,3-6_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,1,1,0,,other,unique,1,1,0,0,1,1,6.9,very_low,,,,none,,3.0,minimal,1,4.0,obscure,3,8 - 14.99,1,fall,2.3978952727983707
EP1877-PPSA10796_00-PALEOPINESP5EU00,4.19,303,,1,1,0,0,0,0,0,0,0,0,2,47,0,0,0,0,0,,21,21,29.99,2023,9,31.0,0-3_mois,114.0,3-6_mois,198.0,6-12_mois,366.0,6-12_mois,,jamais_ou_plus,0,1,1,0,,other,medium,19,1,1,0,1,1,67.9,high,1.61,small,,basic,11.0,69.0,rich,0,59.0,moderate,3,25 - 39.99,2,fall,5.717027701406222
EP8723-PPSA20126_00-0202480557811399,4.26,86,,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,,2,2,9.99,2023,12,34.0,0-3_mois,34.0,0-3_mois,229.0,6-12_mois,670.0,1-2_ans,,moins_de_2_ans_sans_baisse,0,1,0,0,,other,medium,8,1,0,0,1,1,46.9,medium,,,1.0,basic,4.0,25.0,light,0,29.0,low,7,8 - 14.99,2,winter,4.465908118654584
EP1703-PPSA07161_00-3115482889835924,4.0,20,,1,0,0,0,0,0,0,0,0,0,0,16,1,5,0,0,0,,,,8.99,2022,3,97.0,3-6_mois,97.0,3-6_mois,97.0,3-6_mois,,jamais_ou_plus,,jamais_ou_plus,0,0,1,0,0,other,medium,11,0,0,0,0,0,10.9,very_low,0.12,tiny,,basic,9.0,25.0,light,0,12.0,obscure,3,8 - 14.99,3,spring,3.044522437723423
UP6360-PPSA23126_00-0112788005082769,4.6,18550,,0,1,0,0,1,0,0,0,0,0,0,32,0,0,1,4,0,3,40,40,28.99,2024,9,59.0,0-3_mois,59.0,0-3_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,1,0,0,,other,unique,1,1,1,0,0,0,97.4,very_high,,,1.0,basic,5.0,84.0,extensive,1,78.0,high,12,25 - 39.99,1,fall,9.828278974938373
EP3024-PPSA02797_00-PANDAHEROEUROPE1,2.81,57,,0,0,0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,,,,19.99,2021,1,208.0,6-12_mois,208.0,6-12_mois,208.0,6-12_mois,572.0,1-2_ans,885.0,jamais_ou_plus,0,0,1,0,1,indie_quality,large,41,1,0,0,0,1,29.6,low,,,,none,,3.0,minimal,0,33.0,low,3,15 - 24.99,4,winter,4.060443010546419
EP0896-PPSA09246_00-RATAGAPANDAPUNCH,2.98,51,,1,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,1,1,4.99,2022,12,34.0,0-3_mois,34.0,0-3_mois,160.0,3-6_mois,160.0,3-6_mois,,jamais_ou_plus,0,1,1,1,,specialized,major,230,1,0,0,0,0,31.2,low,0.14,tiny,,basic,6.0,25.0,light,0,61.0,high,3,0 - 7.99,3,winter,3.9512437185814275
EP7654-PPSA15232_00-0400055876215662,3.31,13,,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,,,,7.99,2023,8,72.0,0-3_mois,72.0,0-3_mois,72.0,0-3_mois,225.0,6-12_mois,,jamais_ou_plus,0,0,1,1,,other,medium,7,1,0,0,1,1,6.9,very_low,,,,none,,3.0,minimal,0,3.0,obscure,3,0 - 7.99,2,summer,2.6390573296152584
EP7333-PPSA11657_00-1534957673304726,2.49,276,,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,2,0,0,3.49,2023,5,,jamais_ou_plus,,jamais_ou_plus,,jamais_ou_plus,,jamais_ou_plus,,jamais_ou_plus,0,0,0,0,,indie_quality,large,26,1,0,0,0,0,65.6,high,,,,none,,9.0,minimal,0,61.0,high,12,0 - 7.99,2,spring,5.6240175061873385
EP1661-PPSA05771_00-SYPS5PANTSUHUNTE,3.98,204,,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,3,5,12.99,2021,11,57.0,0-3_mois,57.0,0-3_mois,57.0,0-3_mois,57.0,0-3_mois,,jamais_ou_plus,0,1,1,1,0,other,major,77,1,0,0,0,1,57.3,medium,,,1.0,basic,5.0,28.0,light,0,64.0,high,16,8 - 14.99,4,fall,5.3230099791384085
EP3265-PPSA09461_00-7793016024450260,4.25,2719,,0,1,0,1,0,0,0,0,0,0,0,22,0,0,0,0,0,1,3,3,24.99,2023,9,65.0,0-3_mois,133.0,3-6_mois,231.0,6-12_mois,476.0,1-2_ans,693.0,1-2_ans,0,0,0,0,1,other,unique,1,1,0,0,1,1,88.7,very_high,,,,none,,41.0,standard,1,66.0,high,7,15 - 24.99,2,fall,7.908387159290043
EP5360-PPSA09516_00-PAPERCUTMANPS5EU,3.74,74,,1,1,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,3,6,,19.99,2022,12,268.0,6-12_mois,268.0,6-12_mois,268.0,6-12_mois,380.0,1-2_ans,590.0,1-2_ans,0,0,0,0,1,indie_quality,medium,17,1,0,0,1,0,39.5,low,1.18,small,,minimal,5.0,34.0,light,0,57.0,moderate,7,15 - 24.99,3,winter,4.31748811353631
EP2707-PPSA03879_00-PAPERDOLLS2SIEE5,3.14,136,,0,1,0,0,0,0,0,4,1,0,0,39,0,0,0,0,0,,10,,19.99,2022,1,225.0,6-12_mois,225.0,6-12_mois,225.0,6-12_mois,225.0,6-12_mois,,jamais_ou_plus,0,0,0,1,0,other,unique,1,1,0,0,0,0,50.5,medium,,,1.0,basic,3.0,44.0,standard,0,31.0,low,16,15 - 24.99,3,winter,4.919980925828125
JP0211-PPSA16486_00-0838570216359996,4.77,26,,0,1,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,,8,,16.99,2024,9,79.0,0-3_mois,79.0,0-3_mois,79.0,0-3_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,1,0,,other,medium,11,1,0,0,0,0,23.3,low,,,,none,,19.0,minimal,0,10.0,obscure,12,15 - 24.99,1,fall,3.295836866004329
UB0752-PPSA29637_00-0471350975914673,3.1,10,,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,,,,1.99,2025,4,108.0,3-6_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,,,,other,medium,11,1,0,1,0,1,13.2,very_low,,,,none,,0.0,minimal,0,2.0,obscure,3,0 - 7.99,0,spring,2.3978952727983707
EP7694-CUSA45836_00-0219307890571618,4.44,89,75,1,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,2,7,7,18.99,2024,5,29.0,0-3_mois,155.0,3-6_mois,155.0,3-6_mois,195.0,6-12_mois,,moins_de_2_ans_sans_baisse,1,1,1,1,,other,unique,1,1,0,0,1,0,49.9,medium,,,2.0,standard,13.0,47.0,standard,0,70.0,high,3,15 - 24.99,1,spring,4.499809670330265
EP3945-PPSA15795_00-0811900942119035,2.42,12,,1,1,0,0,0,0,0,0,0,0,0,30,1,4,0,0,0,,,,9.99,2023,9,314.0,6-12_mois,314.0,6-12_mois,457.0,1-2_ans,457.0,1-2_ans,,jamais_ou_plus,0,0,0,0,,other,medium,7,1,0,0,1,1,6.3,very_low,1.37,small,1.0,basic,9.0,31.0,light,0,13.0,obscure,3,8 - 14.99,2,fall,2.5649493574615367
EP3385-PPSA14234_00-0027136697212554,4.4,144,,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,2,2,9.99,2023,3,91.0,0-3_mois,91.0,0-3_mois,287.0,6-12_mois,287.0,6-12_mois,,jamais_ou_plus,0,0,0,1,,indie_quality,large,25,1,0,0,1,1,54.6,medium,,,,none,,16.0,minimal,0,66.0,high,7,8 - 14.99,2,spring,4.976733742420574
EP5661-PPSA04459_00-5766379953570371,4.47,950,89,1,1,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,2,12,12,19.99,2022,3,85.0,0-3_mois,85.0,0-3_mois,282.0,6-12_mois,282.0,6-12_mois,1011.0,jamais_ou_plus,0,0,0,1,1,other,medium,9,1,1,0,0,0,78.3,high,1.94,small,1.0,basic,4.0,66.0,rich,0,79.0,high,16,15 - 24.99,3,spring,6.85751406254539
EP2005-PPSA06061_00-PARADOXERROR0000,3.2,40,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,4.99,2022,7,329.0,6-12_mois,329.0,6-12_mois,329.0,6-12_mois,329.0,6-12_mois,,jamais_ou_plus,0,0,0,1,0,specialized,major,253,1,0,0,0,0,24.4,low,,,,none,,0.0,minimal,0,18.0,obscure,3,0 - 7.99,3,summer,3.713572066704308
EB1338-PPSA28256_00-0493842531303702,2.57,14,,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,,,,10.99,2025,3,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,0,,,other,small,5,1,0,0,1,0,16.1,very_low,,,,none,,6.0,minimal,0,5.0,obscure,16,8 - 14.99,0,spring,2.70805020110221
EP0896-PPSA08325_00-RATAPARASITEPACK,4.37,19,,1,0,0,0,0,0,0,0,0,0,0,14,1,2,0,0,0,2,1,0,6.99,2022,6,175.0,3-6_mois,175.0,3-6_mois,175.0,3-6_mois,314.0,6-12_mois,,jamais_ou_plus,0,0,1,1,0,specialized,major,230,1,0,0,0,1,10.5,very_low,0.05,tiny,,minimal,1.0,28.0,light,0,47.0,moderate,7,0 - 7.99,3,summer,2.995732273553991
EP8204-PPSA16852_00-PARASOLSTARSP5EU,4.89,35,8,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,,2,3,12.99,2024,7,1.0,0-3_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,1,1,0,0,,other,medium,11,1,0,0,1,0,29.2,low,,,,none,,25.0,light,0,38.0,low,3,8 - 14.99,1,summer,3.58351893845611
EP7072-PPSA16217_00-PARCELCORPS00001,3.72,133,6,0,1,0,0,0,0,0,0,0,0,0,42,0,0,1,6,0,,,,24.99,2024,10,118.0,3-6_mois,160.0,3-6_mois,160.0,3-6_mois,223.0,6-12_mois,314.0,6-12_mois,0,0,1,1,1,other,medium,6,1,0,1,0,1,59.8,medium,,,1.0,basic,4.0,47.0,standard,0,65.0,high,12,15 - 24.99,1,fall,4.897839799950911
EP0700-PPSA01683_00-LEGEND0000000001,2.94,530,65,0,0,0,0,0,0,0,0,2,1,9,34,0,0,1,1,0,,15,15,29.99,2023,6,175.0,3-6_mois,175.0,3-6_mois,175.0,3-6_mois,342.0,6-12_mois,,jamais_ou_plus,0,0,1,1,,aaa,major,58,1,0,0,1,1,74.1,high,,,6.0,standard,5.0,88.0,extensive,0,97.0,very_high,7,25 - 39.99,2,summer,6.274762021241939
UB0227-PPSA24776_00-PARKINGMASTERS01,4.15,52,,0,0,0,0,0,0,0,0,1,1,2,9,0,0,0,0,0,,,,12.99,2024,8,55.0,0-3_mois,127.0,3-6_mois,167.0,3-6_mois,196.0,6-12_mois,,moins_de_2_ans_sans_baisse,0,1,1,1,,other,small,2,0,0,1,1,0,39.3,low,,,1.0,basic,4.0,25.0,light,0,21.0,low,3,8 - 14.99,1,summer,3.970291913552122
UB0008-PPSA28458_00-0235083856937634,2.78,23,,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,,,,3.99,2025,3,69.0,0-3_mois,69.0,0-3_mois,135.0,3-6_mois,135.0,3-6_mois,,moins_de_2_ans_sans_baisse,0,0,1,1,,indie_quality,major,65,0,0,0,1,0,25.9,low,,,,none,,0.0,minimal,0,19.0,obscure,3,0 - 7.99,0,spring,3.1780538303479458
EP2865-PPSA21243_00-0658145093765825,2.54,26,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,24.99,2025,8,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,,,,indie_quality,medium,17,1,0,0,1,0,37.2,low,,,,none,,0.0,minimal,0,20.0,obscure,3,15 - 24.99,0,summer,3.295836866004329
EP0958-PPSA05361_00-PARKITECT0000000,3.17,124,,1,1,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,,,,24.99,2024,7,170.0,3-6_mois,170.0,3-6_mois,210.0,6-12_mois,210.0,6-12_mois,,moins_de_2_ans_sans_baisse,0,0,1,1,,other,medium,6,0,0,0,1,1,56.9,medium,0.93,tiny,,basic,9.0,31.0,light,0,26.0,low,3,15 - 24.99,1,summer,4.8283137373023015
EB1445-PPSA27899_00-0425220605141708,4.56,18,,0,1,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,,,,19.99,2025,8,64.0,0-3_mois,64.0,0-3_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,,,,other,small,2,1,1,0,1,1,31.4,low,,,,none,,12.0,minimal,0,5.0,obscure,12,15 - 24.99,0,summer,2.9444389791664403
HP6415-PPSA20635_00-0291765651398973,4.39,3464,,0,1,0,0,1,0,0,0,0,0,1,28,1,,1,8,1,,5,5,17.99,2025,1,49.0,0-3_mois,49.0,0-3_mois,49.0,0-3_mois,258.0,6-12_mois,,moins_de_2_ans_sans_baisse,0,1,1,1,,other,unique,1,1,0,1,0,1,92.1,very_high,,,3.0,basic,4.0,72.0,rich,1,82.0,very_high,7,15 - 24.99,0,winter,8.150467911624004
UP2058-PPSA26159_00-0035173330401073,3.32,19,,0,0,0,0,0,0,0,0,0,0,0,13,1,4,1,4,0,,,,19.99,2025,1,58.0,0-3_mois,58.0,0-3_mois,58.0,0-3_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,1,1,,,other,small,2,0,0,0,0,1,20.6,low,,,,none,,22.0,light,0,12.0,obscure,3,15 - 24.99,0,winter,2.995732273553991
EP7576-PPSA19448_00-0024029889737389,3.08,110,,0,1,0,0,0,0,0,0,0,0,0,23,1,4,0,0,0,2,1,,7.99,2023,12,25.0,0-3_mois,25.0,0-3_mois,25.0,0-3_mois,25.0,0-3_mois,137.0,3-6_mois,1,1,1,1,1,other,medium,12,1,0,0,1,1,52.3,medium,,,,none,,25.0,light,0,42.0,moderate,3,0 - 7.99,2,winter,4.709530201312334
EP1246-PPSA18904_00-0526134922671039,4.33,6,,0,1,0,0,0,0,0,0,0,0,0,55,1,4,0,0,0,,,,14.49,2024,6,126.0,3-6_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,0,0,,other,unique,1,0,0,0,0,0,2.8,very_low,,,,none,,6.0,minimal,0,1.0,obscure,3,8 - 14.99,1,summer,1.9459101490553132
EP3678-PPSA08027_00-6435071733426753,3.72,1984,,1,0,0,0,0,0,0,5,0,0,0,31,1,2,0,0,0,2,3,3,29.99,2022,8,41.0,0-3_mois,41.0,0-3_mois,104.0,3-6_mois,104.0,3-6_mois,1063.0,jamais_ou_plus,0,1,1,1,1,other,large,34,1,1,0,0,1,84.9,very_high,2.32,small,15.0,excellent,15.0,69.0,rich,0,79.0,high,3,25 - 39.99,3,summer,7.59337419312129
UP9000-PPSA14322_00-UCUS987510000000,3.73,1123,,1,0,0,0,0,0,1,4,0,0,0,40,0,0,0,0,0,,,,9.99,2025,2,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,0,,,aaa,major,94,0,0,0,0,1,85.4,very_high,1.35,small,1.0,basic,12.0,44.0,standard,1,89.0,very_high,7,8 - 14.99,0,winter,7.024649030453636
EB0805-PPSA25880_00-0716908852350258,3.84,75,,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,,,,1.99,2024,10,70.0,0-3_mois,70.0,0-3_mois,111.0,3-6_mois,181.0,3-6_mois,,moins_de_2_ans_sans_baisse,0,0,1,1,,indie_quality,major,75,0,0,0,1,1,48.8,medium,,,,none,,6.0,minimal,0,35.0,low,3,0 - 7.99,1,fall,4.330733340286331
