id_store,pssstore_stars_rating,pssstore_stars_rating_count,metacritic_critic_score,is_ps4,is_indie,is_dlc,is_vr,is_opti_ps5_pro,is_remaster,is_ps_exclusive,series_count,packs_deluxe_count,has_microtransactions,dlcs_count,trophies_count,has_local_multiplayer,local_multiplayer_max_players,has_online_multiplayer,online_multiplayer_max_players,is_online_only,difficulty,hours_main_story,hours_completionist,base_price,release_year,release_month,days_to_10_percent_discount,days_to_10_percent_discount_category,days_to_25_percent_discount,days_to_25_percent_discount_category,days_to_33_percent_discount,days_to_33_percent_discount_category,days_to_50_percent_discount,days_to_50_percent_discount_category,days_to_75_percent_discount,days_to_75_percent_discount_category,has_5pct_discount_at_30d,has_10pct_discount_at_60d,has_33_percent_discount_before_0.6_year,has_50_percent_discount_before_1_year,has_75_percent_discount_before_3_year,publisher_category,publisher_game_count_cat,publisher_game_count,genre_action_aventure,genre_roles,genre_sports,genre_reflexion,genre_rapide,popularity_score,popularity_category,download_size_gb,download_size_category,voice_languages_count,localization_category,sub_languages_count,content_score,content_category,exclusif_playstation_content,visibility_score,visibility_category,pegi_unified,price_category,game_age_years,release_season,log_pssstore_stars_rating_count
UB1177-PPSA26288_00-0295650486691413,3.73,159,,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,,,,11.99,2025,1,70.0,0-3_mois,70.0,0-3_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,0,,,other,unique,1,1,1,0,1,1,64.8,high,,,,none,,12.0,minimal,0,18.0,obscure,7,8 - 14.99,0,winter,5.075173815233827
EP3111-PPSA25998_00-JANDUSOFT0000001,3.63,190,,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,8,,,24.99,2024,11,91.0,0-3_mois,91.0,0-3_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,0,,,indie_quality,major,62,1,1,0,0,0,66.1,high,,,1.0,minimal,1.0,25.0,light,0,69.0,high,12,15 - 24.99,1,fall,5.25227342804663
EP4312-PPSA08279_00-4946624562056461,4.19,21,,0,1,0,0,0,0,0,0,0,0,0,39,1,,0,0,0,2,0,0,7.99,2022,6,642.0,1-2_ans,642.0,1-2_ans,,jamais_ou_plus,,jamais_ou_plus,,jamais_ou_plus,0,0,0,0,0,indie_quality,major,106,1,1,0,1,1,11.8,very_low,,,,none,,19.0,minimal,0,52.0,moderate,3,0 - 7.99,3,summer,3.091042453358316
EP4312-PPSA08368_00-8249692838975917,3.64,14,,0,0,0,0,0,0,0,0,0,0,0,41,1,2,0,0,0,2,0,0,7.99,2022,7,635.0,1-2_ans,635.0,1-2_ans,,jamais_ou_plus,,jamais_ou_plus,,jamais_ou_plus,0,0,0,0,0,indie_quality,major,106,0,0,0,0,1,6.7,very_low,,,,none,,19.0,minimal,0,49.0,moderate,3,0 - 7.99,3,summer,2.70805020110221
EP4312-PPSA09870_00-0815636132822217,4.09,23,,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,3.59,2022,12,517.0,1-2_ans,517.0,1-2_ans,,jamais_ou_plus,,jamais_ou_plus,,jamais_ou_plus,0,0,0,0,,indie_quality,major,106,0,0,0,0,1,14.0,very_low,,,,none,,0.0,minimal,0,30.0,low,3,0 - 7.99,3,winter,3.1780538303479458
UP8255-PPSA21388_00-COFFEEPLIS0000NA,2.4,25,,0,0,0,0,0,0,0,0,0,0,0,22,1,4,0,0,0,,,,8.99,2024,10,22.0,0-3_mois,22.0,0-3_mois,80.0,0-3_mois,80.0,0-3_mois,80.0,0-3_mois,1,1,1,1,1,other,small,3,1,0,0,1,0,23.0,low,,,,none,,16.0,minimal,0,7.0,obscure,3,8 - 14.99,1,fall,3.258096538021482
EP4312-PPSA08932_00-5220487194614749,3.92,24,,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,,,,7.99,2022,8,390.0,1-2_ans,390.0,1-2_ans,,jamais_ou_plus,,jamais_ou_plus,,jamais_ou_plus,0,0,0,0,0,indie_quality,major,106,1,0,0,0,1,14.2,very_low,,,,none,,3.0,minimal,0,25.0,low,3,0 - 7.99,3,summer,3.2188758248682006
EP5438-PPSA07057_00-6440159201117759,4.42,4077,70,1,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,2,4,4,13.99,2023,11,62.0,0-3_mois,62.0,0-3_mois,62.0,0-3_mois,62.0,0-3_mois,,moins_de_2_ans_sans_baisse,0,0,1,1,,other,medium,11,1,0,0,1,1,91.2,very_high,0.33,tiny,,basic,12.0,62.0,rich,0,81.0,very_high,12,8 - 14.99,2,fall,8.3133619511344
EP5438-PPSA07053_00-9094929783521714,4.39,1362,7,1,1,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,3,7,7,14.99,2023,4,72.0,0-3_mois,273.0,6-12_mois,315.0,6-12_mois,583.0,1-2_ans,,jamais_ou_plus,0,0,0,0,,other,medium,11,1,0,0,1,1,82.7,very_high,0.39,tiny,,basic,12.0,62.0,rich,0,77.0,high,12,8 - 14.99,2,spring,7.217443431696533
EB0805-PPSA24353_00-0453280424440486,4.12,110,,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,,,,1.99,2024,7,47.0,0-3_mois,47.0,0-3_mois,89.0,0-3_mois,133.0,3-6_mois,,moins_de_2_ans_sans_baisse,0,1,1,1,,indie_quality,major,75,1,0,0,0,1,54.8,medium,,,,none,,6.0,minimal,0,43.0,moderate,3,0 - 7.99,1,summer,4.709530201312334
EB0805-PPSA27382_00-0599755474986080,3.67,849,,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,0,,8.99,2024,12,62.0,0-3_mois,62.0,0-3_mois,214.0,6-12_mois,214.0,6-12_mois,,moins_de_2_ans_sans_baisse,0,0,1,1,,indie_quality,major,75,0,0,0,1,0,82.7,very_high,,,,none,,28.0,light,0,75.0,high,3,8 - 14.99,1,winter,6.745236349484363
EP3392-PPSA16749_00-0787474524411741,4.39,783,71,0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,0,0,4,4,4,29.99,2023,8,92.0,3-6_mois,111.0,3-6_mois,111.0,3-6_mois,111.0,3-6_mois,,jamais_ou_plus,1,0,1,1,,other,medium,10,1,0,0,1,1,78.6,high,,,2.0,basic,5.0,59.0,standard,1,84.0,very_high,7,25 - 39.99,2,summer,6.664409020350408
EP3024-PPSA19703_00-DAMEMUEBACKPS5EU,3.92,13,,0,0,0,0,0,0,0,0,0,0,0,35,1,2,0,0,0,,,,19.99,2024,2,79.0,0-3_mois,79.0,0-3_mois,79.0,0-3_mois,513.0,1-2_ans,569.0,1-2_ans,0,0,1,0,1,indie_quality,large,41,0,0,0,0,1,8.0,very_low,,,,none,,12.0,minimal,0,26.0,low,3,15 - 24.99,1,winter,2.6390573296152584
EP8701-PPSA30089_00-0073810374670780,4.43,14,,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,2,0,0,4.99,2025,5,21.0,0-3_mois,21.0,0-3_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,1,1,,,,indie_quality,major,64,0,0,0,1,1,20.2,low,0.1,tiny,,minimal,2.0,28.0,light,0,48.0,moderate,3,0 - 7.99,0,spring,2.70805020110221
EP8701-PPSA30414_00-0795917570992861,4.69,13,,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,,,,4.99,2025,6,42.0,0-3_mois,42.0,0-3_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,1,,,,indie_quality,major,64,0,0,0,1,1,20.2,low,0.1,tiny,,minimal,2.0,22.0,light,0,28.0,low,3,0 - 7.99,0,summer,2.6390573296152584
EB0792-PPSA24178_00-COLORDODGE000000,2.87,53,,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,,,,1.19,2024,8,85.0,0-3_mois,85.0,0-3_mois,136.0,3-6_mois,136.0,3-6_mois,,moins_de_2_ans_sans_baisse,0,0,1,1,,other,medium,7,1,0,0,0,0,39.6,low,,,,none,,0.0,minimal,0,5.0,obscure,3,0 - 7.99,1,summer,3.9889840465642745
EP2005-PPSA13873_00-COLORPALS0000000,3.35,23,,1,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,1,0,4.99,2023,5,120.0,3-6_mois,120.0,3-6_mois,198.0,6-12_mois,302.0,6-12_mois,,jamais_ou_plus,0,0,1,1,,specialized,major,253,1,0,0,1,1,14.8,very_low,0.13,tiny,,minimal,1.0,22.0,light,0,40.0,low,3,0 - 7.99,2,spring,3.1780538303479458
EB0805-PPSA23849_00-0029139356163728,3.86,116,,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,,,,1.49,2024,6,62.0,0-3_mois,62.0,0-3_mois,146.0,3-6_mois,146.0,3-6_mois,,moins_de_2_ans_sans_baisse,0,0,1,1,,indie_quality,major,75,0,0,0,0,1,55.4,medium,,,,none,,6.0,minimal,0,44.0,moderate,3,0 - 7.99,1,summer,4.762173934797756
EP6664-PPSA26041_00-0496906785822851,3.78,109,,1,0,0,0,0,0,0,0,0,1,0,52,0,0,0,0,0,2,0,0,1.99,2024,12,62.0,0-3_mois,62.0,0-3_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,0,,,indie_quality,major,125,0,0,0,1,1,57.8,medium,0.14,tiny,,minimal,1.0,28.0,light,0,61.0,high,3,0 - 7.99,1,winter,4.700480365792417
EP6664-CUSA51957_00-0228722907967371,4.32,34,,1,0,0,0,0,0,0,0,0,1,0,52,0,0,0,0,0,,,,1.99,2025,3,83.0,0-3_mois,83.0,0-3_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,0,,,indie_quality,major,125,0,0,0,1,0,35.4,low,0.15,tiny,,minimal,1.0,16.0,minimal,0,23.0,low,3,0 - 7.99,0,spring,3.5553480614894135
EB0805-PPSA24491_00-0825417027344824,4.0,113,,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,,,,1.99,2024,8,40.0,0-3_mois,40.0,0-3_mois,82.0,0-3_mois,122.0,3-6_mois,,moins_de_2_ans_sans_baisse,0,1,1,1,,indie_quality,major,75,0,0,0,1,1,55.7,medium,,,,none,,6.0,minimal,0,44.0,moderate,3,0 - 7.99,1,summer,4.736198448394496
EP7333-PPSA17358_00-0805387011674799,4.13,918,,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,4,1,2,3.99,2023,8,,jamais_ou_plus,,jamais_ou_plus,,jamais_ou_plus,,jamais_ou_plus,,jamais_ou_plus,0,0,0,0,,indie_quality,large,26,1,0,0,0,1,80.3,very_high,,,,none,,19.0,minimal,0,69.0,high,3,0 - 7.99,2,summer,6.823286122355687
EP7333-PPSA27930_00-0999506829280452,4.43,7,,0,0,0,0,0,0,0,0,0,0,1,84,0,0,0,0,0,3,2,2,3.99,2025,4,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,,,,indie_quality,large,26,1,0,0,0,1,8.6,very_low,,,,none,,0.0,minimal,0,16.0,obscure,3,0 - 7.99,0,spring,2.0794415416798357
EP7123-PPSA32907_00-0715374413403718,5.0,3,,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,,,,4.99,2025,9,30.0,0-3_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,1,1,,,,other,medium,6,1,0,0,1,1,12.1,very_low,,,,none,,0.0,minimal,0,1.0,obscure,3,0 - 7.99,0,fall,1.3862943611198906
EP7551-PPSA17149_00-0395519887751994,3.82,74,,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,,,,17.99,2023,11,63.0,0-3_mois,63.0,0-3_mois,343.0,6-12_mois,401.0,1-2_ans,,moins_de_2_ans_sans_baisse,0,0,0,0,,other,unique,1,1,1,0,1,1,43.2,medium,,,1.0,basic,4.0,31.0,light,1,23.0,low,7,15 - 24.99,2,fall,4.31748811353631
UB0701-PPSA26270_00-0032997510946761,3.51,47,,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,,2.99,2024,12,131.0,3-6_mois,131.0,3-6_mois,131.0,3-6_mois,131.0,3-6_mois,,moins_de_2_ans_sans_baisse,0,0,1,1,,other,medium,10,0,0,0,0,1,39.7,low,,,1.0,minimal,1.0,12.0,minimal,0,15.0,obscure,7,0 - 7.99,1,winter,3.871201010907891
UP7552-PPSA31123_00-0501231138155437,1.0,16,,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,,,,9.99,2025,6,107.0,3-6_mois,107.0,3-6_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,,,,specialized,large,25,0,0,0,1,0,24.4,low,,,,none,,6.0,minimal,0,22.0,low,7,8 - 14.99,0,summer,2.833213344056216
EP4365-PPSA14708_00-COMMANDOSORIGINS,3.36,371,6,0,0,0,0,0,0,0,4,1,0,1,51,1,2,1,2,0,5,32,32,59.99,2025,4,126.0,3-6_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,,,,other,medium,10,1,0,0,1,0,76.2,high,,,5.0,standard,5.0,100.0,extensive,0,88.0,very_high,16,40+,0,spring,5.918893854273146
EP0177-PPSA03261_00-COMPANYOFHEROES3,3.82,1952,70,0,0,0,0,0,0,0,1,1,0,2,25,0,0,1,8,1,,21,21,59.99,2023,5,218.0,6-12_mois,218.0,6-12_mois,330.0,6-12_mois,344.0,6-12_mois,,jamais_ou_plus,0,0,0,1,,other,unique,1,1,0,0,1,0,85.9,very_high,17.83,medium,1.0,basic,9.0,100.0,extensive,0,86.0,very_high,18,40+,2,spring,7.577121930876679
UB0337-PPSA31095_00-0110158508613295,4.45,11,,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,,,,1.99,2025,7,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,,,,other,medium,15,0,0,0,1,1,19.2,very_low,,,,none,,0.0,minimal,0,3.0,obscure,3,0 - 7.99,0,summer,2.4849066497880004
UB0837-PPSA26970_00-0937544169312195,3.43,37,,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,,3,3,18.99,2024,12,48.0,0-3_mois,181.0,3-6_mois,181.0,3-6_mois,181.0,3-6_mois,181.0,3-6_mois,0,1,1,1,1,other,medium,10,1,1,0,1,1,34.4,low,,,,none,,12.0,minimal,0,16.0,obscure,3,15 - 24.99,1,winter,3.6375861597263857
EP2430-PPSA04383_00-5354442459740074,3.33,5870,,1,0,0,0,0,0,0,3,3,1,19,33,0,0,1,4,0,5,45,45,39.99,2022,9,485.0,1-2_ans,506.0,1-2_ans,506.0,1-2_ans,772.0,jamais_ou_plus,,jamais_ou_plus,0,0,0,0,0,other,medium,8,1,0,1,1,1,91.8,very_high,7.83,medium,2.0,standard,14.0,100.0,extensive,0,85.0,very_high,3,25 - 39.99,3,fall,8.677780256064185
EP0101-PPSA15368_00-GALUGA00PS5EU000,4.44,2956,70,1,0,0,0,0,0,0,0,0,0,0,42,1,4,0,0,0,,2,2,39.99,2024,3,1.0,0-3_mois,1.0,0-3_mois,1.0,0-3_mois,1.0,0-3_mois,1.0,0-3_mois,1,1,1,1,1,aaa,medium,18,1,0,0,0,1,89.8,very_high,8.52,medium,1.0,basic,11.0,69.0,rich,0,94.0,very_high,12,25 - 39.99,1,spring,7.9919305198524775
EP4358-PPSA20095_00-CONTRAPTIONSCEUR,5.0,3,,0,1,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,,,,29.99,2024,3,100.0,3-6_mois,100.0,3-6_mois,100.0,3-6_mois,100.0,3-6_mois,100.0,3-6_mois,0,0,1,1,1,other,small,3,0,0,0,1,1,0.7,very_low,,,,none,,0.0,minimal,0,0.0,obscure,3,25 - 39.99,1,spring,1.3862943611198906
EP4040-PPSA01951_00-CONTROLUEPS50000,4.38,40980,85,1,0,0,0,1,0,0,0,0,0,0,47,0,0,0,0,0,,13,13,39.99,2021,2,58.0,0-3_mois,58.0,0-3_mois,58.0,0-3_mois,156.0,3-6_mois,983.0,jamais_ou_plus,0,1,1,1,1,other,small,2,1,0,0,0,0,97.6,very_high,23.98,large,5.0,standard,13.0,97.0,extensive,1,87.0,very_high,16,25 - 39.99,4,winter,10.620863823642551
EP0132-PPSA20068_00-0676325654423013,4.08,24,,1,1,0,0,0,0,0,6,0,0,0,47,1,4,0,0,0,8,,,15.99,2024,4,21.0,0-3_mois,21.0,0-3_mois,21.0,0-3_mois,77.0,0-3_mois,514.0,1-2_ans,1,1,1,1,1,other,small,3,1,0,0,1,1,19.3,very_low,0.17,tiny,1.0,minimal,1.0,25.0,light,0,12.0,obscure,3,15 - 24.99,1,spring,3.2188758248682006
EP0132-PPSA20063_00-0033325603012619,4.19,214,,1,1,0,0,0,0,0,6,0,0,0,46,1,2,0,0,0,6,24,24,15.99,2024,4,56.0,0-3_mois,56.0,0-3_mois,56.0,0-3_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,1,1,0,,other,small,3,1,0,0,1,1,65.1,high,0.78,tiny,1.0,minimal,1.0,66.0,rich,0,54.0,moderate,12,15 - 24.99,1,spring,5.3706380281276624
EP0132-PPSA20066_00-0337818523115413,4.38,104,,1,1,0,0,0,0,0,6,0,0,0,57,1,2,0,0,0,4,46,46,19.99,2024,4,21.0,0-3_mois,21.0,0-3_mois,21.0,0-3_mois,168.0,3-6_mois,168.0,3-6_mois,1,1,1,1,1,other,small,3,1,0,0,1,1,52.6,medium,1.22,small,1.0,minimal,1.0,72.0,rich,0,47.0,moderate,7,15 - 24.99,1,spring,4.653960350157523
UP1655-PPSA19546_00-WEHAVETHECOOKIES,4.23,741,,1,1,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,3,50,,5.49,2025,5,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,,,,other,unique,1,1,0,0,1,1,83.5,very_high,0.13,tiny,,basic,13.0,59.0,standard,0,55.0,moderate,7,0 - 7.99,0,spring,6.60934924316738
EP6162-PPSA12568_00-0162905491629485,4.32,614,79,0,1,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,,14,14,17.99,2023,12,55.0,0-3_mois,55.0,0-3_mois,146.0,3-6_mois,146.0,3-6_mois,372.0,1-2_ans,0,1,1,1,1,other,medium,6,1,1,0,0,0,76.9,high,,,1.0,basic,6.0,59.0,standard,0,78.0,high,16,15 - 24.99,2,winter,6.421622267806518
EP0600-PPSA27180_00-0837242185335853,4.55,29,,0,1,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,,3,3,14.99,2025,4,36.0,0-3_mois,134.0,3-6_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,1,,,,other,medium,18,1,0,0,0,1,33.3,low,,,,none,,19.0,minimal,0,16.0,obscure,16,8 - 14.99,0,spring,3.4011973816621555
EP5703-PPSA18073_00-0649369532505535,4.02,295,,0,1,0,1,0,0,0,0,0,0,0,24,0,0,1,1,0,,,,23.99,2023,12,75.0,0-3_mois,320.0,6-12_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,0,0,,other,unique,1,1,0,0,1,1,68.3,high,,,1.0,basic,4.0,47.0,standard,1,55.0,moderate,3,15 - 24.99,2,winter,5.69035945432406
UP9000-PPSA18836_00-SCUS943560000000,3.54,332,,1,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,4,5,4,9.99,2024,3,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,0,0,,aaa,major,94,0,0,1,0,0,70.6,high,0.63,tiny,1.0,minimal,1.0,38.0,light,0,83.0,very_high,3,8 - 14.99,1,spring,5.808142489980444
UP8703-PPSA29845_00-0606043934029817,1.69,606,,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,,,,14.99,2025,5,52.0,0-3_mois,52.0,0-3_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,1,,,,other,small,5,1,0,0,1,0,81.9,very_high,,,1.0,minimal,1.0,31.0,light,0,45.0,moderate,12,8 - 14.99,0,spring,6.408528791059498
EB0178-PPSA27907_00-0855640775640915,4.17,52,,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,,,,1.49,2025,1,221.0,6-12_mois,221.0,6-12_mois,221.0,6-12_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,0,,,other,medium,14,0,0,0,1,1,42.8,medium,,,,none,,3.0,minimal,0,7.0,obscure,3,0 - 7.99,0,winter,3.970291913552122
EB0474-PPSA18346_00-0378150337949493,4.35,1839,74,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,3,3,3,14.99,2025,5,76.0,0-3_mois,76.0,0-3_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,,,,other,unique,1,1,0,0,0,0,89.7,very_high,,,1.0,basic,4.0,59.0,standard,0,79.0,high,3,8 - 14.99,0,spring,7.517520850603031
EP3717-PPSA17226_00-CORALISLANDPS5EU,4.31,3666,,0,1,0,0,0,0,0,0,0,0,0,50,0,0,1,4,0,,56,56,29.99,2023,11,50.0,0-3_mois,428.0,1-2_ans,645.0,1-2_ans,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,1,0,0,,aa,medium,14,1,1,0,1,1,90.5,very_high,,,1.0,basic,4.0,88.0,extensive,0,83.0,very_high,12,25 - 39.99,2,fall,8.207129168071326
EP0811-PPSA09506_00-9236079934525174,3.96,27,,1,1,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,,4,4,9.99,2024,3,126.0,3-6_mois,210.0,6-12_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,0,0,,other,small,4,1,0,0,1,1,21.3,low,4.44,small,,minimal,5.0,31.0,light,0,15.0,obscure,3,8 - 14.99,1,spring,3.332204510175204
EP2520-PPSA19417_00-0407635045707470,4.75,2310,,0,1,0,0,0,0,0,0,0,0,0,47,0,0,1,8,0,4,35,35,19.99,2024,8,71.0,0-3_mois,71.0,0-3_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,0,0,,other,medium,6,1,1,0,1,0,89.1,very_high,,,,none,,66.0,rich,0,69.0,high,3,15 - 24.99,1,summer,7.745435610274381
UB0008-PPSA25688_00-0849886986556066,3.71,78,,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,,,,2.49,2024,10,28.0,0-3_mois,28.0,0-3_mois,70.0,0-3_mois,125.0,3-6_mois,,moins_de_2_ans_sans_baisse,1,1,1,1,,indie_quality,major,65,0,0,1,0,0,49.7,medium,,,,none,,0.0,minimal,0,36.0,low,7,0 - 7.99,1,fall,4.3694478524670215
UB0038-PPSA18408_00-0937375141154926,3.68,19,,0,1,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,,,,23.99,2024,11,36.0,0-3_mois,134.0,3-6_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,1,0,,,other,unique,1,1,0,0,1,1,18.6,very_low,,,1.0,basic,4.0,28.0,light,1,12.0,obscure,3,15 - 24.99,1,fall,2.995732273553991
EP7345-PPSA20372_00-0018074913236815,3.87,23,,1,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,1,2,5.99,2024,9,64.0,0-3_mois,118.0,3-6_mois,232.0,6-12_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,0,0,,indie_quality,large,22,1,0,0,0,1,21.1,low,0.32,tiny,,minimal,1.0,25.0,light,0,43.0,moderate,7,0 - 7.99,1,fall,3.1780538303479458
EP1187-PPSA14267_00-0470606132487059,3.84,241,,0,1,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,,,,15.99,2023,5,141.0,3-6_mois,141.0,3-6_mois,518.0,1-2_ans,,jamais_ou_plus,,jamais_ou_plus,0,0,0,0,,other,unique,1,1,0,0,0,0,63.7,high,,,1.0,basic,5.0,34.0,light,1,48.0,moderate,16,15 - 24.99,2,spring,5.488937726156687
EP0500-PPSA09862_00-2328572159105915,3.81,901,7,0,0,0,1,0,0,0,0,0,0,0,25,0,0,0,0,0,,9,10,19.99,2023,2,,jamais_ou_plus,,jamais_ou_plus,,jamais_ou_plus,,jamais_ou_plus,,jamais_ou_plus,0,0,0,0,,other,small,3,1,0,0,0,0,79.1,high,1.04,small,1.0,minimal,1.0,66.0,rich,1,75.0,high,3,15 - 24.99,2,winter,6.804614520062624
UB1026-PPSA27805_00-0610592780201242,2.5,16,,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,,,,14.49,2025,2,82.0,0-3_mois,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,0,,,other,small,4,1,0,0,0,0,17.5,very_low,,,2.0,basic,2.0,19.0,minimal,0,6.0,obscure,12,8 - 14.99,0,winter,2.833213344056216
EP0896-PPSA06269_00-RATAGAMCOSMOSBIT,3.88,104,,1,1,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,3,2,2,4.99,2022,3,69.0,0-3_mois,69.0,0-3_mois,111.0,3-6_mois,211.0,6-12_mois,,jamais_ou_plus,0,0,1,1,0,specialized,major,230,1,0,0,0,0,45.1,medium,0.1,tiny,,basic,7.0,31.0,light,0,68.0,high,7,0 - 7.99,3,spring,4.653960350157523
JP0013-PPSA27994_00-JP0SOLITUDE00PS5,2.91,22,,1,1,0,0,0,0,0,0,0,1,4,26,0,0,0,0,0,,,,19.99,2025,6,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,,moins_de_2_ans_sans_baisse,0,0,,,,specialized,major,65,1,1,0,1,0,29.1,low,0.27,tiny,,minimal,2.0,25.0,light,0,38.0,low,7,15 - 24.99,0,summer,3.1354942159291497
EP1430-PPSA03192_00-COZYGROVEPS5EU00,4.29,326,71,1,1,0,0,0,0,0,0,0,1,1,71,0,0,0,0,0,2,73,73,13.99,2023,6,69.0,0-3_mois,69.0,0-3_mois,69.0,0-3_mois,,jamais_ou_plus,,jamais_ou_plus,0,0,1,0,,other,small,2,0,0,0,1,1,68.1,high,0.55,tiny,,basic,14.0,84.0,extensive,0,75.0,high,3,8 - 14.99,2,summer,5.7899601708972535
